arc	source	kind	reproducible_from_committed	what	where	why
B783_observer_ground_zero	audit/b775-braver-questions	ASSERTED	no	gamma_5 = reversal + complement on the cutting sequence (rotation-angle test, 'Test 4: 50/50 position match'), and the frequency-swap test (d(a)=1/phi <-> 1/phi^2)	B2_gamma5_test.txt sections 1-2 (lines ~36-76)	B2 says these were 'verified computationally' but no script implementing the cutting-sequence/rotation test or the 'Test 4' comparison is present among the 11 committed arc files -- A1_tracking_computation.py does not contain rotation-angle or cutting-sequence code. The frequency-invariance-under-reversal claim ('verified for F_2 through F_11') is also asserted without a visible script or the raw digit-by-digit output.
B783_observer_ground_zero	audit/b775-braver-questions	UNCLEAR	no	'Independent verification' of the theta reversal-swap result	B1_theta_test.txt line 4: 'Independent verification: scratchpad/theta_verify2.py, theta_verify3.py.'	Neither theta_verify2.py nor theta_verify3.py is among the 11 files in this arc directory (not in the packet's file list). The claim of independent reproduction rests on files not committed to this arc.
B785_cc3_gate_harvest	main	IMPORTED	no	P1 WALL-7: 18 weld points of the twisted f3 system, all dim=0	FINDINGS.md 'Cited, NOT re-run' section; compute.py lines 78-82	Explicitly NOT re-run here ('requires the B575 infrastructure and ~36s/point'); the arc itself states this is a sample, not a generic proof, and flags an unreconciled 53-vs-865 degree-bound discrepancy.
B787_interaction_programme	main	ASSERTED	no	Phase-3 relabeling assessment: no recomputation forced on B759/B769/Wave-5	FINDINGS.md section 3 row 'iota-relabeling propagated'	FINDINGS.md itself states this was 'assessed' by cc in a Phase-3 pass but the referenced per-label reversal-vs-inversion recomputation on B759/B769/Wave-5 'was NOT run' (section 2, 'Relabeling trigger — ARMED, NOT PROPAGATED'). This is a judgment call recorded as text, not a committed computation for the three labels.
B790_maass_adjudication	main	COMPUTED	unknown	L1: m004 and m003 are NOT isospectral (differ in length spectrum despite equal volume)	compute.py L1 block; output.txt	uses SnapPy (snappy.ManifoldHP('m004'/'m003').length_spectrum) — an external, non-trivial geometry library; reproducible only if SnapPy is available and version-stable, not verifiable purely from committed sympy/mpmath code.
B790_maass_adjudication	main	COMPUTED	unknown	L2/L2': every geodesic trace (134 for m004, 150 for m003, cutoff Re(l)<=5) lies exactly in Z[omega], worst deviation 2.6e-15; trace-norm multisets differ between m004 and m003 (mod-4 vs odd split)	compute_l3_powered.py; output_powered.txt	depends on SnapPy length-spectrum data as above; arithmetic verification (nearest-integer rounding of Z[omega] coefficients) is exact given that input. The mod-4/odd split is explicitly flagged in FINDINGS.md as 'an OBSERVATION on truncated data, not a law... has not been proved or checked for stability.'
B790_maass_adjudication	main	IMPORTED	no	S1: lambda_1(m004) <= 51.014 by parent-spectrum injection from Grunewald-Huntebrinker 1996 Table 3	compute_screening.py S1 block; output_screening.txt	the script's own comment states: 'PROVENANCE WARNING: transcribed from a secondary report of Table 3, NOT read off the primary source in-sandbox. Treated as UNVERIFIED and used for SCREENING ONLY.' This is an imported, unverified numeric list, explicitly flagged as such by the arc itself — a textbook case the seat should watch even though the arc self-flags it.
B791_weyl_completeness	main	COMPUTED	no	Bank structural claims (image order 1920, transitivity, commutant dim 3, orbital sizes [12,12,120], <chi,chi>=3, decomposition V1+V5+V6) re-derived from the bank's own 4 generator permutations	verify_bank_structure.py, FINDINGS.md §1	The script explicitly requires an environment variable B788_BANK pointing at the external B788_maass_spectrum_programme's outputs/coset_action.json, which the script's own header states is 'NOT vendored into this repo'. A stranger with only this repo checked out cannot run it.
B791_weyl_completeness	main	IMPORTED	no	lambda_1(parent) = 51.014 (Grunewald-Huntebrinker 1996 Table 3), used as GATE8R2's original PASS target	PROVENANCE_ALERT.md, GATE8R2_PREREGISTRATION.md	Traced to a research subagent's unverifiable claim to have read a paywalled paper; PROVENANCE_ALERT.md documents the primary source could not be retrieved (Project Euclid serves only a JS shell). Later 'corroborated' (not verified) by a different arc's (B792) independent computation to 4-5 significant figures — corroboration explicitly distinguished from verification in the same file. The primary is still unread as of this arc.
B793_gate8r2a_parent_localisation	main	COMPUTED	unknown	The B788 bank's V1 solver uses scipy minimize_scalar(method='bounded') over a 2e-4-wide window centred on the literature value, which always returns a point and cannot count roots or detect absence of an eigenvalue	FINDINGS.md 'The finding' section, quoting build_gate8_v1_control.py / GATE8R_PROTOCOL.json	This is a code-reading finding (inspection, not execution) about an EXTERNAL bank's solver; the arc explicitly did not run the solver (custody protocol only copies it out and inspects), so 'reproducible' would require access to the same external, unvendored B788 bank as B791.
B793_gate8r2a_parent_localisation	main	COMPUTED	no	Bank ARTIFACT_HASHES verification: 84 verified, 0 mismatches, both before and after the custody procedure (bank left unmodified)	bank_hash_baseline_pre.json, bank_hash_baseline_post.json	Hash check against the external B788 bank's own ARTIFACT_HASHES.txt; the bank itself is not vendored in this repo, so a stranger cannot re-run the verification, though the pre/post hash-count match is itself committed evidence of custody discipline.
B793_gate8r2a_parent_localisation	main	COMPUTED	no	10 of the bank's own hash-listed files (its lock tests, e.g. test_b788_maass_gate8_v1_control.py) are MISSING from the delivered archive	bank_hash_baseline_pre.json 'unresolved' list; FINDINGS.md 'Separate observation'	Observed against the external delivered zip, which is not part of this repo; the missing-file list is recorded here but the archive itself cannot be re-inspected from committed files.
B794_congruence_level4	main	IMPORTED	yes	trace-level reconciliation figures (139 m004-only traces, 37 norms, one odd norm 7 via traces 3+w/2-w; m003-only 180 traces all == 1 mod 4; shared 231 traces) used in the 2026-08-06 addendum to restate the norm-split claim	FINDINGS.md lines 60-73 (LEVEL RECONCILIATION addendum); trace_norm_split.py/.json/.txt	"FINDINGS.md itself states this script/data was ""copied byte-faithfully from the cc3 branch and re-run"" for this amendment, not independently re-derived from scratch the way verify_congruence.py was; it is reproducible (script + data committed) but its provenance is an import, not an independent construction, unlike the arc's headline theorems."
B795_eigenvalue_verification	main	UNCLEAR	unknown	the sector identification of r=8.863405356 (parent Bianchi ground state vs Gamma_41-relative) is explicitly NOT established by this arc	"FINDINGS.md lines 60-66 (""Scope"" section)"	FINDINGS.md itself disclaims this: sigma_min confirms existence only, not sector; that determination is attributed to a different arc (cc3's S-invariance test), not reproduced or checked here.
B796_coupling_campaign	audit/b775-braver-questions	COMPUTED	unknown	Cell 1 GH-ladder: 43 distinct spectral eigenvalues r<13.5, 4 parent forms, three pre-stated GH rungs confirmed (r=11.00811336, 12.50010017, 13.29316271)	WAVE1_FINDINGS.md CELL 1; scanE/scanF scripts not in this file list	FINDINGS describes exact numeric outputs and a corroboration base-rate (9.5e-5) but the scanning scripts/witnesses that produced the 26 stable eigenvalues are not among the files this packet lists as committed at these paths (only cell9_* and boundary/other-cell scripts are present); cannot confirm reproducibility from what was read
B796_coupling_campaign	audit/b775-braver-questions	ASSERTED	no	Cell 9 rung(i) v3 prereg power-box and bracket-safety numbers (Delta_lambda=1.41e-25, H_max~348, sv-tail nullity-1 certification)	cell9_sec16_verdict3.md; CELL9_RUNG1_PREREGISTRATION_v3.md; cell9_rung1_v2.py (SAMPLE_CODE)	verdict3 explicitly states execution is BLOCKED on conditions C2-C7 (non-convergence abort not implemented, shakedown JSON unlabeled, stale prereg stamp, lam_1 guard missing, cited second-pass verdict cell9_sec16_verdict2.md 'exists nowhere in the repo', and the mandated end-to-end smoke test never completed -- cell9_shakedown_log.txt stops after 'n = 782 modes'); the actual rung(i) eigenvalue run has NOT been executed
B797_maass_spectrum_harvest	main	IMPORTED	no	17 Maass eigenvalues r_n, mode-count certified 664->900 modes, max|dr|=5.42e-9	eigenvalues_final.json, mode_count_certification.json	FINDINGS.md states provenance is cc3's B792 solver, not this arc's own computation; the file itself flags 11 of 17 rows as 'FINDINGS certified table' entries whose per-eigenvalue diagnostics (r_Y2, sigma, sv_tail, S_invariance_dev) are 'NOT IN MAIN...absent rather than fabricated' -- no solver code is present in this arc's files to rerun the computation from scratch.
B797_maass_spectrum_harvest	main	COMPUTED	no	sector projective-line S-test: exactly one parent eigenvalue (n=6, r=7.072)	sector_projection_results.json	Results are committed as output JSON (dev_min/dev_max per eigenvalue) but no script that produced sector_projection_results.json is among this arc's files -- the generating code lives elsewhere (attributed to cc3).
B797_maass_spectrum_harvest	main	COMPUTED	no	SM comparison: 0 gated hits across Test1/2/3 against 18 PDG targets	sm_comparison_results.json, SM_COMPARISON_PREREGISTRATION.md	protocol is fully specified in the preregistration and result values are committed, but the test-running script itself (sm_comparison_tests.py, referenced in the prereg) is not among this arc's files.
B798_falsifier_power_box	main	IMPORTED	no	PSLQ exclusion power law N >~ 1.43*d*log10(H), calibrated off Booker-Strombergsson-Venkatesh	FINDINGS.md table	the calibration constant 1.43 is asserted as derived from an external paper's parameters (d<=10, H<=1e7, ~100 digits); no calibration script or derivation is in this arc's two files (FINDINGS.md, arc_verdict.json) -- purely a documented arithmetic/citation, not a committed computation.
B798_falsifier_power_box	main	ASSERTED	no	Cost table: 50 digits = 244x-10^4.4x overhead, 100 digits = 1953x-10^5.3x overhead	FINDINGS.md cost table	presented as a scaling argument (modes ~linear in precision, dense solve cubic, arbitrary-precision arithmetic adds 10-100x) with no committed script computing the table; later corrected in a downstream arc (B1007) which initially disputed then reaffirmed it, but no code is in THIS arc.
B799_uncomputed_doors	main	IMPORTED	unknown	5 IN-REPO-CITED doors (B412,B433,B435,B668,B731) -- each verified by re-running a cited arc's test lock	kill_graph_patch.json	the prereg requires the cited lock to be run and observed passing in THIS arc's run; the patch records pass counts (e.g. '3 passed') but the actual pytest invocation/output is not captured in a committed log in this arc's files -- relies on tests/test_b799_doors.py (not sampled here) asserting the cited tests still exist and pass.
B801_negative_census	main	COMPUTED	unknown	60-arc sample from 557-arc pool, seed fixed before draw (20260729), finds 12/60 = 20% negative rate	census.json	the sampling methodology (seed, pool, rule) is stated and the 12 negative arc IDs are named with one-line justifications, but no script that drew the sample or classified each arc is committed in this arc's 3 files -- the classification itself (is B114 a 'negative'?) required human/LLM judgment on each of the 60 arcs, not re-runnable code.
