arc	source	kind	reproducible_from_committed	what	where	why
B874_measurement_ladder	main	COMPUTED	yes	coordinate census: Cent=30 for the 3 subtori in the (8,16)-plane, Cent=12 for all 12 others touching x14/x22	measurement_ladder.py:49-57, results.json census	exact sympy Rational rank computation over Q on the B854 build, all 15 subsets of {x8,x14,x16,x22} enumerated exhaustively
B874_measurement_ladder	main	COMPUTED	yes	Cent(C) = derived 8 + center 4; derived type A2, real form su(2,1) by Killing signature (4,4)	measurement_ladder.py:58-138, results.json	exact sympy nullspace/rank/eigenvalue-sign computation, bracket closure explicitly checked (closure_ok=true)
B874_measurement_ladder	main	COMPUTED	yes	joint measurement: adding x14 or x22 to the enhancement point collapses kernel 46->12 at all 3 roots; no 26 stratum over R	joint_probe.py, joint_results.json	mpmath 40-digit SVD nullity computation at all 3 Galois roots, explicit numeric witness in joint_results.json
B874_measurement_ladder	main	IMPORTED	no	2026-08-05 amendment (B892's y* supplies a step-2 charge; within-C ladder includes {18,14}) and 2026-08-18 addendum (26 attained over K-bar at 4 non-real A4 points; real terminus not real)	FINDINGS.md AMENDMENT and ADDENDUM sections	both corrections are attributed to other arcs (B892, and an audit-seat relay bench-verified 'here' only for the Levi-dimension classification list, not for the full corrected claim) -- this arc's own committed script/results.json were not rerun to reflect either correction
B875_triality_tiling	main	COMPUTED	yes	kernels (46,46,46), pairwise intersections all 30, joint span 78, sector dims (16,16,16)	triality_tiling_verify.py:64-121, results.json	mpmath 30-digit SVD-based kernel/rank computation on the B854 build, fully self-contained; results.json matches claim exactly
B875_triality_tiling	main	COMPUTED	yes	core type mod two independent primes (40009, 40037): dim 30, derived 28, center 2 -> D4=so(8)	triality_tiling_verify.py:190-268, results.json core_type_mod_p	exact modular-arithmetic rank computation at two primes with matching results, a real cross-check
B875_triality_tiling	main	COMPUTED	yes	cyclic multiplication law [Vi,Vj]=Vk in oblique coordinates, foreign components <2e-23 vs claimed component ~1.0	triality_tiling_verify.py:122-189, results.json law	explicit numeric bracket computation and component decomposition against the oblique basis, with the trap (nearly-parallel sectors) diagnosed and worked around in the same script
B876_descent	main	COMPUTED	yes	u(5) Levi annihilator y with Cent(y)=25 inside so(10)_1; SM Levi annihilator y2 with joint Cent(y,y2)=13	descent.py (Levi construction, sampled around A4-chain search and centralizer asserts), results_stage1.json cent_y=25, cent_y2=13, cent_both=13	mpmath 30-digit numeric construction with explicit assert statements (len(h)==5, len(rootvecs)==40, wrank==32) and a committed results_stage1.json witness matching the claimed dimensions
B876_descent	main	COMPUTED	yes	grading of coset by (z1), (y), (y,y2): [16,16], [10,10,5,5,1,1], and the full 12-piece SM multiplet pattern	descent.py (grading section), results_stage1.json z1_clusters/y_multiplicities/joint_multiplicities	explicit multiplicity lists in results_stage1.json match the FINDINGS table exactly
B876_descent	main	COMPUTED	yes	transversality: SM-graded pieces' V2/V3 oblique components blow up together and nearly cancel, e.g. a dim-5 piece at V2_max=177.76 vs V3_max=177.89	results_stage1.json transversality array	explicit numeric table of v2_max/v2_min/v3_max/v3_min per graded piece, committed as the direct evidence for the negative-half conclusion
B877_fmt_review	main	COMPUTED	yes	pencil theorem det36=c*mu^12, det12=c*mu^4 exact over Q, reruns green	reproducers_rerun/levi6.py, rerun_output.txt lines 1-6	committed sympy DomainMatrix exact-polynomial-division script; rerun_output.txt shows the exact print confirming True for both blocks
B877_fmt_review	main	COMPUTED	yes	sum-freeness of the 16-element charge multisets at 3 Galois roots x 2-3 primes	reproducers_rerun/fmt_combined.py, fmt_phase2b.py; rerun_output.txt	committed modular-arithmetic scripts with explicit sum-free pair-checking, printed output matches the claim (all SUM-FREE: True)
B877_fmt_review	main	IMPORTED	no	clauses B (types), C (tiling span), and D's mod-p lower bound (dim>=16) via levi2.py/levi7.py/levi8.py/levi9.py/levi10.py	REVIEWED_DOCUMENT.md sec 3-6 (proof map + reproducer manifest)	these five named scripts (levi2, levi7, levi8, levi9, levi10) are cited in the reviewed document's own reproducer manifest as the certificates for these specific sub-claims, but none of them exist anywhere in the committed repository (verified by search); the reviewer's own independent legs (B866/B872/B874/B875) partially cover the same ground by different methods but do not substitute for rerunning the cited scripts themselves
B878_maass_upper_window	main	COMPUTED	yes	arithmetic closure: lower 17/27 + upper 26/45 = combined 43/72, matching B845's described-but-missing dataset exactly	verify_harvest.py, results.json claims_check	committed script reads the harvested branch_scanE_refined.json plus main's own B797 eigenvalues_final.json directly and recomputes the counts and stability flags; results.json's claims_check all read true
B878_maass_upper_window	main	IMPORTED	yes (for the solver code and data as committed) but the underlying arb certification runs are the branch seat's own, not rerun by this arc	the 26 upper-window Maass eigenvalues themselves (arb-certified to high precision)	branch_scanE_refined.json; branch_hejhal_m004.py / branch_cell9_rung1_v2.py (arb/flint high-precision Hejhal-Then solvers)	the arc explicitly states 'this seat verified the dataset's internal stability, cross-table consistency, and claim arithmetic -- not a re-run of the certification'; the arb-precision computation and its 3 Sec-16 review passes happened on the (never-merged) branch, and only their output JSON is harvested and cross-checked here
B878_maass_upper_window	main	COMPUTED	unknown	SM comparison tests (clean null: no SM value reachable from the 17-eigenvalue lower-window spectral set at 8-digit precision under base-rate control)	branch_FINDINGS.md 'THE LAST DOOR: SM COMPARISON' section	described with a pre-registered protocol and specific p-values/PSLQ results in branch_FINDINGS.md prose, but the actual test scripts (sm_comparison_tests.py) are not among this arc's committed files -- only the prose summary is inherited via branch_FINDINGS.md
B879_selection_cochain	main	COMPUTED	yes	745 primitive R/L necklace enumeration (per-length 1,2,3,6,9,18,30,56,99,186,335) and the tr=3<=>unit-det<=>prime-conductor collapse to {LR} alone	packet/w0a_criteria/w0a_criteria.py + w0a_table.json; independently re-derived in verify_harvest.py and again in w0b_fields.py	exact integer arithmetic, no floats, cross-checked by Moreau's necklace formula and by three independently-written scripts (w0a, w0b, the banking seat's own verify_harvest.py) that all agree
B879_selection_cochain	main	COMPUTED	yes	|tr_odd|^2 five-value family law (counts 188/153/249/147/8) over all 745 classes at SU(3)_2	packet/w2b_landscape/w2b_landscape.py + w2b_table.json (exact Q(zeta_15) cyclotomic arithmetic); spot-checked in verify_harvest.py (10 random rows, worst dev 1.998e-15) and against banked B238 su32_wrt.py	exact cyclotomic field arithmetic (Fraction-based), committed script and full 745-row table; but the packet's own reconciliation addendum is explicit that this is a corroboration of an existing B665/B666 law, not an independent proof, and that the pointwise (per-word mod-5 shadow class) formula was never checked -- correctly flagged in both FINDINGS.md and the test file
B879_selection_cochain	main	COMPUTED	yes	The quantum amalgam wall + even-solo no-go (C6): h1(D) primary [2,0,0,6], trivial-boundary [5,6,10,17] at kappa=4..7; MISMATCH vs classical 5	packet/w2a_amalgam/w2a_amalgam.py + w2a_results.json; rerun and cross-checked in verify_harvest.py	exact cyclotomic-field arithmetic (self-contained Q(zeta_N) implementation over Fraction, not sympy/floats on the verdict path); float64 cross-checks recorded separately and agree; the no-go lemma (ker(A-I)=ker(A^-1-I)) is elementary and verified by hand in one line by two independent parties
B879_selection_cochain	main	ASSERTED	unknown	The choice of the amalgam's boundary/annulus term (T-boundary vs trivial) and the Mayer-Vietoris connecting maps being assumed zero	packet/w2a_amalgam/FINDINGS_RAW.md sections 2-3	explicitly UNSURE-flagged by the authoring seat itself as a documented simplifying choice, not derived from a first-principles compatibility proof for the double-complex construction; the MISMATCH verdict holds under both variants so this does not change the C6 conclusion, but the model class itself (single-operator toy model discarding the full pi_1) is a modeling choice, not a proof that quantum cochains in general cannot reproduce 5
B880_triality_signature	main	COMPUTED	yes, in the sense that the script and its exact inputs (B854's e6_centralizer.py, a Fraction-based exact build) are committed and the script is self-contained and runnable	dim so(8)=derived(core)=28; three 16-dim sectors pairwise-inequivalent so(8)-modules (all 6 cross-Homs=0, certificates <=4e-27; all 3 self-Homs=4)	triality_signature.py (full script) + results.json	the E6/e8-type Cartan skeleton (INV[8], INV[16], the cubic root-finding polynomial) is built exactly via Fractions, but the eigenspace/kernel/Hom computations themselves are done in mpmath at 30 decimal digits with numeric SVD/eig calls and fixed tolerance thresholds (1e-14, 1e-18, 1e-22, 1e-26) -- so the verdict (Hom=0 vs Hom=4) rests on numerical certificates, not exact rational linear algebra, though the 'certify against all 28 generators' step is a real error-bound argument (candidate superset is exact from SVD nullspace, cert error <=4e-27 bounds the residual)
B881_coset_table	main	COMPUTED	yes (script self-contained, reads only banked B854 e6_centralizer.py)	28 nonzero, single-target commutation cells (charge conservation exact, no leakage at 30 digits) vs 50 zero cells (42 same-sign + 8 mismatch)	coset_table.py (full script, reuses B854 exact e6 basis then numeric mpmath grading/bracket evaluation) + results.json (table + zero_cells arrays)	committed script runs end to end from the banked exact Chevalley frame; however all grading, eigendecomposition, and bracket-projection steps are done in mpmath floating point with fixed thresholds (1e-8 to 1e-26), and the reported 'targets' ratios in results.json (e.g. 1.5, 1.35, 2.56, 0.911) are themselves uninterpreted floating-point norm ratios, not exact rational Clebsch-Gordan-type coefficients
B882_magic_square_naming	main	IMPORTED	unknown	e6 = tri(O)+tri(C)+3x(O⊗C) matches the classical M(O,C) magic-square decomposition verbatim in the literature (Landsberg-Manivel, Barton-Sudbery, Elduque)	priorart_findings.json (10-agent search+verify workflow, verbatim-quote discipline) + FINDINGS.md section 1	this is a literature-identification claim, not a repo computation; the committed priorart_findings.json records search-agent claims with quotes and source citations, but the underlying verify-agent process (10 agents, web search) is not itself a reproducible artifact a stranger can rerun from this repo alone -- it depends on external paywalled sources, some of which FINDINGS.md itself flags as NOT retrieved verbatim ('the Barton-Sudbery Section 4.3 bracket page were NOT retrieved verbatim (paywall/decompression) -- flagged UNCONFIRMED')
B883_the_27	main	COMPUTED	yes	e7 dim 133, 63 positive roots, Jacobi on 1500 random triples exact	build_27.py steps [1]-[2] (integer arithmetic only)	pure integer arithmetic, self-contained script, no floats in this step
B883_the_27	main	COMPUTED	yes	e6-inside-e7 == B854's frame verbatim (3000 random structure-constant pairs exact)	build_27.py step [3] (uses Fraction, compares against B854's br() output)	exact Fraction comparison against a committed dependency (B854/e6_centralizer.py); reads as a genuine independent check rather than an assumption, since the cocycle-restriction prediction was stated first and then verified
B883_the_27	main	COMPUTED	yes	rho([x,y]) = [rho(x), rho(y)] on all 6084 basis pairs, exact integers	build_27.py step [5]	pure integer matrix arithmetic (matmul over ints), full pairwise check with assert bad==0, no floating point in this verdict-path step
B883_the_27	main	COMPUTED	yes, though this validation step alone uses mpmath 30-dps numeric eigendecomposition (not exact), unlike steps [1]-[5]	validation eigenvalue multiplicities [1,10,16] at the enhancement point (rho(s1))	build_27.py step [6]	the representation itself (rep27.json, the instrument) is built and verified entirely in exact integers; only the final cross-check against the banked branching law uses numeric floating point (mpmath.eig with 1e-9 clustering), which is a reasonable place to accept numeric tolerance since it is a validation against an independently-banked (numeric) result, not the representation's own construction
