packet	path	outcome	certifies	depends_on	runtime_s	reason	evidence
D024	outside_bench/certificates/leap1_propagation.py	PASS	A mechanical git-grep sweep (via subprocess) over the bench's own markdown corpus at a pinned commit (38b5f578) for occurrences of 'LEAP-1', asserting at least 8 documents are hit and that 5 named conditional-statement documents exist at that commit (git cat-file -e); it then prints (non-computational, text) argument-verdicts for two propagation-overstatement checks (observer bit count unchanged; matter-over-antimatter is doubly not singly conditional). Not a numerical/physical result — a provenance/consistency check on the bench's own document corpus.	The repo's own git history (pinned commit 38b5f578 must exist with the outside_bench/*.md and outside_bench/memos/*.md files containing the cited strings); hardcoded lists of column/document names asserted to exist in that commit.	2		'LEAP-1 occurrences: 74 across 13 documents' with per-file counts; assert len(files) >= 8 passes. All 5 git cat-file -e checks pass (assert _r.returncode==0). Exit code 0; ends with 'Gate 5 untouched.'
D024	outside_bench/certificates/longitude_lock.py	PASS	Exact rational-field (Fraction-based, no floats) linear-algebra certificate that the boundary longitude word 'bABaaBAb' acting on an SL(2) holonomy has trace exactly -2 (FACT 0), that a computed sign operator C_27 (built from e6-root weight parities via an imported twisted_double.py construction) commutes with the internal generator images (FACT 1), that C_27 times the longitude's 27-dim representation is unipotent of nilpotency degree exactly 2 (FACT 2), that on a 54-dim tensor 'carrier' the analogous product is unipotent of degree exactly 3 (FACT 3), concluding by uniqueness of multiplicative Jordan decomposition that C_Psi is the semisimple part (FACT 4), and computes via exact rational Gaussian elimination that the joint cusp-fixed nullspace has dimension 12 and lies entirely in the 'locked'/matter sector (FACT 5).	Imports and executes a slice (up to '# ---------------- stage 4') of a sibling file outside_bench/certificates/twisted_double.py (an e6 root system / 27-representation construction) via exec of its source; hardcoded generator matrices/roots from that setup; pure Fraction arithmetic throughout, no external data files.	3		'FACT 0: tr rho_2(lambda) = -2 + 0 q' with assert trL==(F(-2),F(0)) passing. 'FACT 1: C_27 commutes with A27, B27 (and inverses): True' 'FACT 2: ... != 0: True; squared = 0: True' 'FACT 3: ... != 0: True; cubed = 0: True' 'FACT 5: joint cusp-fixed space dim {v : mu v = v, lambda v = v} = 12' and 'with vanishes-on-unlocked imposed: dim = 12' (assert 54-rk2==dfix passes). Exit code 0.
D024	outside_bench/certificates/menu_width.py	PASS	A combinatorial/high-precision-arithmetic (mpmath, 60 dps) enumeration certificate: builds all distinct real values reachable by composing 17 hardcoded 'banked' atoms with {+,-,*,/} up to 3 atom-occurrences (plus one optional outer sqrt), deduplicated at 40 significant digits, then counts how many distinct values land in the open interval (0,1) (W1=11720) and reports the decile histogram and nearest-neighbor gap statistics. This is a deterministic enumeration/count, not a comparison to any external measured value (script explicitly notes no measured value appears).	17 hardcoded 'banked' numeric atoms (rationals, phi, 2+sqrt3, etc., attributed in comments to other memos/results B928, B1188, B931/B910-928, memo 49/90, memo 99) and mpmath for high-precision arithmetic; otherwise self-contained.	3		'value pool: 17 atoms, 731 at size 2, 38769 at size 3 (distinct values, ordered-operand grammar)' 'W1 (THE TIER-1 MENU WIDTH) = 11720' 'menu resolution: median nearest-neighbor gap D = 3.53287e-5, minimum gap = 1.63157e-9' No assertions in this script but exit code 0 and all printed steps completed without error.
D025	outside_bench/certificates/minimal_factor.py	PASS	Exact symbolic (sympy Rational) computation of the Weyl dimension formula for e6 irreducibles over the paper's own 72-root e6 system: verifies dim(omega_1)=27, dim(omega_2)=78, dim(0)=1, and exhaustively checks all 84 dominant weights with sum a_i<=3, finding the minimum nontrivial dimension (27) is attained exactly at omega_1 and omega_6 (0-indexed [0,5]).	Imports/execs the stage-0/1 prelude of twisted_double.py (same worktree) for ROOTS (72 e6 roots), N, DIM, evec, rho27_Q, weights, omega1, ipr, simple; cites (not asserted) a standard Lie-theory monotonicity fact from Humphreys for weights outside the finite box.			root split: |Delta+|=36, |Delta-|=36 (of 72 total) rho cross-check: <rho, alpha_i> = 1 for all 6 simple roots  PASS ... dim(omega_1) = 27  (expect 27, the minuscule 27)  PASS dim(omega_2) = 78  (expect 78, the adjoint)  PASS dominant weight box {sum a_i <= 3}: 84 weights enumerated  (expect 84)  PASS minimum nontrivial dim in box = 27, attained exactly at omega_1 and omega_6 (the two minuscule 27 / 27bar fundamentals)  PASS ALL 83 nontrivial dominant weights in the box satisfy dim >= 27  PASS ... A5 CERTIFICATE: ALL PREREGISTERED ASSERTS PASSED.
D025	outside_bench/certificates/mirror_deepest.py	PASS	Exact (Fraction/pair-field over Q(q)/(q^2-q+1)) linear-algebra computation on the 54-dim carrier Psi=C^2⊗27: verifies rank/kernel of N^2 (48/6 split), that A_Psi induces the identity on the top graded layer gr3, that the induced semilinear beat map B satisfies B*gal(B)=I_6, computes the Q-dimension (6) of its semilinear fixed space, and checks a 5+1 family-class split of the 6 chain-top slots and whether beta preserves it.	Imports/execs stage-0/1 prelude of twisted_double.py (ROOTS, evec, rho27_Q, N, DIM, toF/nilexp/field ops, weights, omega1, ipr); banked prior claims from memo depth_lock.py (rank N=27, rank N^2=6) reverified here rather than assumed.			1a. rank_F(N^2) = 6  (banked expectation: 6)     dim ker N^2 = 48  (banked expectation: 48) ...matches I_6 exactly: A_Psi induces the identity on gr3... B * gal(B) = I_6 exactly: the induced beta is a semilinear involution on gr3. 4.  ... Q-dimension of the semilinear fixed space {v : B*gal(v)=v} = 6 ... class multiset: {'1': 1, '16': 5} ... the induced beta PRESERVES the 5+1 split on gr3
D025	outside_bench/certificates/mirror_kernel.py	PASS	Exact arithmetic over Q(omega) (pairs of Fractions, omega^2=omega-1) verifying: the Galois flip equals complex conjugation (field homomorphism checks on a batch); an exhaustive exact count of mirror-fixed vs mirror-flipped conjugacy classes among all 13120 reduced words of length<=8 in a 2-generator holonomy; that a specific trace invariant (kappa's minimal polynomial) is Galois-fixed while the coordinate flips; and that 14 hardcoded 'SM ledger' constants (dims 27/78/72, sin^2 theta_W=3/8, etc.) are all rational/integral hence pointwise Galois-fixed, plus rebuilding the E6 Gram's 72 roots by an integral quadratic-form search.	Hardcoded holonomy matrices Ma, Mb (presented as 'the record's' generators) and a hardcoded SM_LEDGER dict of 14 constants (27,78,72,64,2304,953,3/8,151/64,553/64,11,112,12,12,3) asserted rational -- these are cited/banked physics-model outputs, not derived in this file; also a hardcoded 6x6 E6 Cartan-type Gram matrix.			K2 (the reach audit, all 13120 reduced words to length 8):     MIRROR-FIXED (real trace, torsion-free): 604  (4.60%)     MIRROR-FLIPPED (torsion-carrying):       12516  (95.40%) ...K4 (THE SM LEDGER): all 14 banked SM-facing magnitudes verified     RATIONAL, and the E6 Gram with its 72 roots rebuilt INTEGRAL... Gate 5 untouched. EXIT=0
D025	outside_bench/certificates/occupant_type.py	PASS	Exact symbolic (sympy) computation of the solution space (nullspace) of the linear system YP=P^-1Y, YQ=Q^-1Y for various 2x2 matrix pairs, classifying whether a definite orientation-sign bit exists; reproduces a control result (dim1, epsilon=-1) for a hardcoded 'crown pair', shows a lone matrix or commuting/self-algebra partners give both signs (no bit), and scans 8 hardcoded real-quadratic-field unit matrices across two families, finding the families disagree on 6/8 fields (explicit counterexample at sqrt10), refuting a 'naive norm law'.	Hardcoded 2x2 matrices A (the 'object's monodromy'), M3 (the 'banked partner' from memo 99), and the FIELDS table of 8 (discriminant, trace, natural unit matrix, has-norm(-1)-unit flag, label) records for quadratic fields sqrt2..sqrt14, all cited as prior/banked data rather than derived here.			CONTROL (memo 99's crown pair, exact re-derivation): dim 1, SINGLE-SIGNED: A DEFINITE BIT, epsilon = -1 ...families AGREE on 2/8 fields.    the naive NORM LAW (bit exists IFF the field admits no norm(-1) unit):       family N: FAILS;  family C: FAILS    EXPLICIT COUNTEREXAMPLES to the naive law: [('sqrt10', 'admits N=-1', -1, 1)] EXIT=0
D025	outside_bench/certificates/odd_index_asymmetry.py	PASS	Numerical (numpy/scipy eigh_tridiagonal, exact-arithmetic-free but deterministic given fixed inputs) tight-binding spectral computation on Sturmian/Fibonacci chains, comparing localized-edge-state counts between mirrored halves at even vs odd Fibonacci window sizes (N up to 4181), and testing whether the odd-index asymmetry (6, 8) exceeds a control distribution from 4 other quasiperiodic slopes (silver/bronze/e-2/pi-3) at N=1597 -- concludes outcome O-GENERIC (asymmetry present but not distinctively golden), an assert-checked but 'not preregistered as PASS/FAIL' verdict script (no failing assert triggered; result is a reported classification, not a strict pass/fail claim about the underlying physics).	No external files; self-contained numpy/scipy computation with hardcoded slope constants (silver, bronze, e-2, pi-3) and a fixed RNG seed (20260829, though rng appears unused in the final control path); cites memo 143 and B1095 as prior banked context (not re-derived).			"assert all(a == b for N, (t, d, a, b) in even), ""even-index tie is memo 143's theorem"" ... golden asymmetry = 6;  other slopes = [3, 2, 2, 2] ==> OUTCOME O-GENERIC.  The theorem's one exception is real, and what   lives in it is not distinctive. ...NOTHING DISTINCTIVE HAS BEEN FOUND ANYWHERE TESTED. Gate 5 untouched. EXIT=0"
D026	outside_bench/certificates/one_bit.py	PASS	Exact symbolic check (over Q(q) / fractions) that on the pi1 image into rho27 of e6, chirality (27 vs 27-bar) is character-invisible on the radius-5 word ball (chi(w)=chi(w^-1) for all 484 words) while the Galois/orientation bit gal moves 396/484 characters and matches no word-level relabeling — so the two 'bits' are not one bit.	imports/execs the first part of twisted_double.py (e6 root system, rho27_Q representation, nilexp) from the same directory; no external data files; comparisons are internal exact asserts, not against external hardcoded records.			FACT 1: words with chi(w) != chi(w^-1): 0 ... FACT 2: words with chi^gal(w) != chi(w): 396 of 484 ... FACT 3 [...]: gal matches the relabeled trace on 88/484 words ... => gal is realized by NO word-level involution EXIT:0
D026	outside_bench/certificates/one_quadratic.py	PASS	Exact symbolic (sympy) derivation that the conserved pair (kappa, tr(ab^-1)) on the figure-eight-knot character variety satisfies one monic quadratic X^2-(x^2-1)X+G(x), specializing at x=2 to X^2-3X+3 (disc -3) and at x=0 to X^2+X-1 (disc 5, verified from scratch via a full relator check at s=i).	no external files; re-derives the Riley polynomial and component relation P(x,z) from a 2x2 matrix relator in-run via symbolic gcd/factor/interpolation; self-contained sympy computation.			FACT 3: at x=2 (hyperbolic/Riley): X**2 - 3*X + 3  disc -3 ...at x=0 (spherical/2I): X**2 + X - 1  disc 5 COROLLARY: (kappa-1)(tr(ab^-1)-1) - 1 mod P = 0 EXIT:0
D026	outside_bench/certificates/only_spinor.py	PASS	Exact rational-arithmetic check that the e6 27 and 78 representations have only even (integer-spin) bi-weights under a Lorentz-double A2xA2 subalgebra, and that the holonomy's own C^2 spinor's antiunitary square equals the meridian matrix exactly, while a minimal-A1 bridge is odd/fermion-capable and the Lorentz-slot bridge is even/lift-free.	imports/execs first part of twisted_double.py (e6 roots, rho27_Q, nilexp, br) from same directory; no external data; internal exact asserts only.			27 Lorentz bi-weight multiset: {...} ALL 27 bi-weights even (integer spin under the double): True 78 bi-weight multiset: {...} ALL 78 bi-weights even: True ...on the holonomy C^2: (W o conj)^2 = W conj(W) = A (the meridian) EXIT:0
D026	outside_bench/certificates/order_direction.py	PASS	Exact arithmetic (in Z[w] pairs and rational matrices) that ab != ba (nonabelian, order is object-forced) but ab and ba are conjugate (same trace) at both SL2 and 27-dim internal level, and that word-inversion, a strong-inversion relabeling, and the tick's nilpotent staircase are all direction-invariant on a radius-4 word ball, i.e. direction is free while order is forced.	imports/execs first part of twisted_double.py (e6 roots, rho27_Q, nilexp) from same directory; no external data files; purely internal exact asserts.			FACT 1: tr[a,b] = 1+(1)w — exact, != 2: True ...ab != ba as matrices... FACT 3(ii): ... 0 of 160 words change character FACT 3(iii): N' = A^-1 - I = -A^-1 N exactly => ker N'^k = ker N^k EXIT:0
D026	outside_bench/certificates/own_meter.py	PASS	Mixed exact-symbolic and high-precision numerical (mpmath, 60 digits, checked to 1e-50) verification: (1) the hyperbolic metric solves vacuum Einstein eq with Lambda=-1 exactly (sympy tensor calc); (2) four analytic expressions for a hyperbolic volume agree to 50 digits and one identity is proved symbolically; (3) an exact algebraic trace reproduces a previously banked numeric systole/torsion to ~13-15 digits; (4) a 2x2 integer matrix's exact spectral radius equals phi^2, giving entropy 2log(phi) matching a hardcoded numeric value; and pins/checks that specific strings are present in three separate output files from the same repo.	reads three pinned output text files from ../outputs/ (geodesic_tongue_out.txt, trace_three_out.txt, kappa_beat_out.txt) relative to the certificate, checking specific hardcoded substrings are present in them; also hardcodes several numeric literals (1.08707014499574, 1.72276844987, 0.9624236501192069) to compare against.			FACT 1: ... Lambda = -1 EXACTLY (symbolic...) FACT 2: Vol = 2.0298832128193072500424051085490405718833786150606 ... all four agree to 50 digits. FACT 3: trace 2-omega => complex length 1.08707014499574 + 1.72276844987009 i FACT 4: ... entropy standard 2 log phi = 0.96242365011920689 per tick. PINS: memo 81 (systole), memo 49 (tick polynomial), memo 41 (kappa) hold. EXIT:0
